request_id	goal_id	seed_paper_id	traversal_paper_id	depth	direction	service	operation	normalized_identifier	parameters	requested_at_utc	page_cursor	response_status	result_count	response_checksum	cache_checksum	client_version	cache_status	attempt	retry_events	rate_limit_events	policy_url	policy_checked_date	cache_path	terminal_state
REQ-G03-0028	G03	PAPER-2605.02171	PAPER-2605.02171	0	FORWARD	OpenAlex	FORWARD_CITATIONS	https://openalex.org/W7160457564	filter=cites%3AW7160457564&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:57Z	NOT_APPLICABLE	200	0	b531bfa365b9b6a9becc336136e316249235386bf8c954ab268cae07fba0795c	b531bfa365b9b6a9becc336136e316249235386bf8c954ab268cae07fba0795c	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=972|reset=46983|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0028.json	EMPTY
REQ-G03-0029	G03	PAPER-2511.07886|PAPER-1905.04264|PAPER-2507.12925|PAPER-2010.09913|PAPER-1709.07122|PAPER-1602.02864|PAPER-1812.10950|PAPER-2404.16267|PAPER-2602.21514|PAPER-2603.01779|PAPER-2605.02171|PAPER-2112.00098|PAPER-0708.4284|PAPER-1810.08473|PAPER-1304.4453|PAPER-1407.6755|PAPER-1708.07271|PAPER-2104.09616|PAPER-2012.10026|PAPER-2503.00430|PAPER-2305.11053|PAPER-2204.11137|PAPER-2412.07729|PAPER-1603.01876|PAPER-2401.01019	PAPER-2511.07886|PAPER-1905.04264|PAPER-2507.12925|PAPER-2010.09913|PAPER-1709.07122|PAPER-1602.02864|PAPER-1812.10950|PAPER-2404.16267|PAPER-2602.21514|PAPER-2603.01779|PAPER-2605.02171|PAPER-2112.00098|PAPER-0708.4284|PAPER-1810.08473|PAPER-1304.4453|PAPER-1407.6755|PAPER-1708.07271|PAPER-2104.09616|PAPER-2012.10026|PAPER-2503.00430|PAPER-2305.11053|PAPER-2204.11137|PAPER-2412.07729|PAPER-1603.01876|PAPER-2401.01019	0	SEED_RESOLUTION	SemanticScholar	SEED_RESOLUTION_BATCH	PAPER-2511.07886%7CPAPER-1905.04264%7CPAPER-2507.12925%7CPAPER-2010.09913%7CPAPER-1709.07122%7CPAPER-1602.02864%7CPAPER-1812.10950%7CPAPER-2404.16267%7CPAPER-2602.21514%7CPAPER-2603.01779%7CPAPER-2605.02171%7CPAPER-2112.00098%7CPAPER-0708.4284%7CPAPER-1810.08473%7CPAPER-1304.4453%7CPAPER-1407.6755%7CPAPER-1708.07271%7CPAPER-2104.09616%7CPAPER-2012.10026%7CPAPER-2503.00430%7CPAPER-2305.11053%7CPAPER-2204.11137%7CPAPER-2412.07729%7CPAPER-1603.01876%7CPAPER-2401.01019	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&ids=ARXIV%3A2511.07886%7CARXIV%3A1905.04264%7CARXIV%3A2507.12925%7CARXIV%3A2010.09913%7CARXIV%3A1709.07122%7CARXIV%3A1602.02864%7CARXIV%3A1812.10950%7CARXIV%3A2404.16267%7CARXIV%3A2602.21514%7CARXIV%3A2603.01779%7CARXIV%3A2605.02171%7CARXIV%3A2112.00098%7CARXIV%3A0708.4284%7CARXIV%3A1810.08473%7CARXIV%3A1304.4453%7CARXIV%3A1407.6755%7CARXIV%3A1708.07271%7CARXIV%3A2104.09616%7CARXIV%3A2012.10026%7CARXIV%3A2503.00430%7CARXIV%3A2305.11053%7CARXIV%3A2204.11137%7CARXIV%3A2412.07729%7CARXIV%3A1603.01876%7CARXIV%3A2401.01019	2026-08-11T11:21:31Z	NOT_APPLICABLE	200	25	27cc5d6fbdf68562971e9a0a994be6d93c18fcca66b44784923cbb9fa4ec5261	27cc5d6fbdf68562971e9a0a994be6d93c18fcca66b44784923cbb9fa4ec5261	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0029.json	COMPLETE
REQ-G03-0030	G03	PAPER-2511.07886	PAPER-2511.07886	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	e600c867fdc7896485e391b00e2da1c84a916727	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:23:36Z	NOT_APPLICABLE	200	75	842b0b9237f3d43be9ea78b749b66bf0bed373ab0c689aa224e95d12f3a83365	87d8ba7846f2fcd299fa6b27ee5229c2ad0ed88f77a0673e38dae1e8eb84923e	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0030.json	COMPLETE
REQ-G03-0031	G03	PAPER-2511.07886	PAPER-2511.07886	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	e600c867fdc7896485e391b00e2da1c84a916727	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:38Z	NOT_APPLICABLE	200	3	6236ab9d30c588ee67c85685cef3e267da49b8b16deaff3e4d264d3007c32d2d	6236ab9d30c588ee67c85685cef3e267da49b8b16deaff3e4d264d3007c32d2d	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0031.json	COMPLETE
REQ-G03-0032	G03	PAPER-1905.04264	PAPER-1905.04264	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	5a47391366199055620169e271cc551b79f75571	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:40Z	NOT_APPLICABLE	200	41	73540338692733635de3953cc92bd33a8eb9f67a9b73727b5234fcd2fee0d047	d46b328139a9ffb10c63a166b59d5b5b11fe390d3bdf3c473b6573a82e8b6209	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0032.json	COMPLETE
REQ-G03-0033	G03	PAPER-1905.04264	PAPER-1905.04264	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	5a47391366199055620169e271cc551b79f75571	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:41Z	NOT_APPLICABLE	200	4	c0b012774614ee178eef0eec5b91865b450e91bc27fc952c29b7eb51dce0e828	c0b012774614ee178eef0eec5b91865b450e91bc27fc952c29b7eb51dce0e828	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0033.json	COMPLETE
REQ-G03-0034	G03	PAPER-2507.12925	PAPER-2507.12925	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	e530135cfcc64aea55e11caafcbc4dc8c106fc96	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:44Z	NOT_APPLICABLE	200	27	0b1177520cf8627de79ea7ef5e9ed9cdb6004833ca71f359b876e685796c086a	840482cfecd2a06e700986528166a89b61097dfd38339557a2934642ffd76505	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0034.json	COMPLETE
REQ-G03-0035	G03	PAPER-2507.12925	PAPER-2507.12925	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	e530135cfcc64aea55e11caafcbc4dc8c106fc96	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:45Z	NOT_APPLICABLE	200	0	b890c0f15f5c03ba84c2ef5ace10d4d63f07c6388916be8151f53ffbb7a0b479	b890c0f15f5c03ba84c2ef5ace10d4d63f07c6388916be8151f53ffbb7a0b479	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0035.json	EMPTY
REQ-G03-0036	G03	PAPER-2010.09913	PAPER-2010.09913	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	8a984db9ca1707b5f6b8b215c910a553ab5e2034	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:48Z	NOT_APPLICABLE	200	46	6fbdd0b0d9ee75c452e0e25be9a98ba80bca6c79992315c2ff9d9e3aaa4d14b7	1df781f30a029dda3f9051e592ff33faca94cffb30401db320d9d7bc557b9100	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0036.json	COMPLETE
REQ-G03-0037	G03	PAPER-2010.09913	PAPER-2010.09913	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	8a984db9ca1707b5f6b8b215c910a553ab5e2034	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:50Z	NOT_APPLICABLE	200	69	0cf0d37beb0a1c5ae59232b079429a65453fefe62a15477854c145865b5be29f	0cf0d37beb0a1c5ae59232b079429a65453fefe62a15477854c145865b5be29f	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0037.json	COMPLETE
REQ-G03-0038	G03	PAPER-1709.07122	PAPER-1709.07122	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	6efed1ec73487678c7f479abd7308d66da339c73	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:52Z	NOT_APPLICABLE	200	51	4f33e3dae5223b03cb27f6c080eecc1c731f234c2d0ab0312dfc61c3cbeb6447	26157a79ea795109176ef4f7f71ebdeadbe2e360cb7d0c15fe355b88e7767915	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0038.json	COMPLETE
REQ-G03-0039	G03	PAPER-1709.07122	PAPER-1709.07122	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	6efed1ec73487678c7f479abd7308d66da339c73	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:54Z	NOT_APPLICABLE	200	44	b9d6bd647a6f681e80b236c3f267d129c0e479a83ecb1a40ac4d4516370d8a6b	b9d6bd647a6f681e80b236c3f267d129c0e479a83ecb1a40ac4d4516370d8a6b	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0039.json	COMPLETE
REQ-G03-0040	G03	PAPER-1602.02864	PAPER-1602.02864	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	b9b71722a322946a89db1f375fce12e9bf6d0e05	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:56Z	NOT_APPLICABLE	200	61	310ed20b489ef60fe7c6bf4cb9cb71825c7699a9a72b97fb7440629c5a7bbb8d	6bb747ffae26f24d8d1ea884121f0f5e3c25a6bb3f87ecbc9f7b629727f3c0c6	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0040.json	COMPLETE
REQ-G03-0041	G03	PAPER-1602.02864	PAPER-1602.02864	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	b9b71722a322946a89db1f375fce12e9bf6d0e05	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:31:58Z	NOT_APPLICABLE	429	0	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0041.json	FAILED
REQ-G03-0042	G03	PAPER-1602.02864	PAPER-1602.02864	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	b9b71722a322946a89db1f375fce12e9bf6d0e05	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:32:01Z	NOT_APPLICABLE	429	0	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	knight-bus-g03-semantic-scholar/1.0	MISS	2	attempt-1:429	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0042.json	FAILED
REQ-G03-0043	G03	PAPER-1602.02864	PAPER-1602.02864	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	b9b71722a322946a89db1f375fce12e9bf6d0e05	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:32:05Z	NOT_APPLICABLE	429	0	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	knight-bus-g03-semantic-scholar/1.0	MISS	3	attempt-1:429|attempt-2:429	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0043.json	RATE_LIMITED
